Designator,Mid X,Mid Y,Rotation,Layer
BT1,219.2455,-125.732,180.0,bottom
D1,245.237,-106.426,180.0,top
J1,218.059,-93.457,0.0,bottom
J2,192.659,-93.457,0.0,bottom
J3,237.49,-99.7585,90.0,top
J4,233.685,-96.647,90.0,bottom
J7,205.359,-108.839,270.0,top
R1,222.758,-89.027,90.0,top
R2,227.584,-89.027,90.0,top
R3,236.855,-106.426,0.0,top
SW1,225.697,-106.308,0.0,top
U1,224.303,-126.0025,90.0,top
